2024/07/07 00:08:28 [warn] 173#173: *1 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET / HTTP/1.1", upstream: "http://172.25.0.2:5173/", host: "localhost"
2024/07/07 00:11:09 [warn] 187#187: *10 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/routes/_layout/admin.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/routes/_layout/admin.tsx", host: "localhost", referrer: "http://localhost/src/routeTree.gen.ts"
2024/07/07 00:11:09 [warn] 187#187: *7 an upstream response is buffered to a temporary file /var/cache/nginx/proxy_temp/7/00/0000000007 while reading upstream, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/chunk-6YVH6SSW.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/chunk-6YVH6SSW.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/@tanstack_react-router.js?v=8479ab9a"
2024/07/07 00:11:09 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/chunk-6YVH6SSW.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/chunk-6YVH6SSW.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/@tanstack_react-router.js?v=8479ab9a"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/chunk-XUSVWCLU.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/chunk-XUSVWCLU.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/@tanstack_react-router.js?v=8479ab9a"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/client/core/ApiError.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/client/core/ApiError.ts", host: "localhost", referrer: "http://localhost/src/client/index.ts"
2024/07/07 00:11:09 [warn] 187#187: *12 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/client/core/CancelablePromise.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/client/core/CancelablePromise.ts", host: "localhost", referrer: "http://localhost/src/client/index.ts"
2024/07/07 00:11:09 [warn] 187#187: *10 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/client/core/OpenAPI.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/client/core/OpenAPI.ts", host: "localhost", referrer: "http://localhost/src/client/index.ts"
2024/07/07 00:11:09 [warn] 185#185: *1 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/chunk-EL3PUDHE.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/chunk-EL3PUDHE.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/react-dom_client.js?v=86269daa"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/client/models.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/client/models.ts", host: "localhost", referrer: "http://localhost/src/client/index.ts"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/client/schemas.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/client/schemas.ts", host: "localhost", referrer: "http://localhost/src/client/index.ts"
2024/07/07 00:11:09 [warn] 187#187: *12 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/client/services.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/client/services.ts", host: "localhost", referrer: "http://localhost/src/client/index.ts"
2024/07/07 00:11:09 [warn] 187#187: *10 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/chunk-Z43TZB5X.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/chunk-Z43TZB5X.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/@chakra-ui_react.js?v=8bc34c90"
2024/07/07 00:11:09 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/@chakra-ui_icons.js?v=b103a011 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/@chakra-ui_icons.js?v=b103a011", host: "localhost", referrer: "http://localhost/src/routes/login.tsx"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/react-hook-form.js?v=346bba89 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/react-hook-form.js?v=346bba89", host: "localhost", referrer: "http://localhost/src/routes/login.tsx"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /assets/images/fastapi-logo.svg?import HTTP/1.1", upstream: "http://172.25.0.3:5173/assets/images/fastapi-logo.svg?import", host: "localhost", referrer: "http://localhost/src/routes/login.tsx"
2024/07/07 00:11:09 [warn] 187#187: *12 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/hooks/useAuth.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/hooks/useAuth.ts", host: "localhost", referrer: "http://localhost/src/routes/login.tsx"
2024/07/07 00:11:09 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/utils.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/utils.ts", host: "localhost", referrer: "http://localhost/src/routes/login.tsx"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/hooks/useCustomToast.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/hooks/useCustomToast.ts", host: "localhost", referrer: "http://localhost/src/routes/recover-password.tsx"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Common/NotFound.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Common/NotFound.tsx", host: "localhost", referrer: "http://localhost/src/routes/__root.tsx"
2024/07/07 00:11:09 [warn] 187#187: *10 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Common/Sidebar.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Common/Sidebar.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout.tsx"
2024/07/07 00:11:09 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Common/UserMenu.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Common/UserMenu.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout.tsx"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Common/ActionsMenu.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Common/ActionsMenu.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout/admin.tsx"
2024/07/07 00:11:09 [warn] 187#187: *12 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Common/Navbar.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Common/Navbar.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout/admin.tsx"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/UserSettings/Appearance.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/UserSettings/Appearance.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout/settings.tsx"
2024/07/07 00:11:09 [warn] 185#185: *1 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/UserSettings/ChangePassword.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/UserSettings/ChangePassword.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout/settings.tsx"
2024/07/07 00:11:09 [warn] 187#187: *10 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/UserSettings/DeleteAccount.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/UserSettings/DeleteAccount.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout/settings.tsx"
2024/07/07 00:11:09 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/UserSettings/UserInformation.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/UserSettings/UserInformation.tsx", host: "localhost", referrer: "http://localhost/src/routes/_layout/settings.tsx"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/client/core/request.ts HTTP/1.1", upstream: "http://172.25.0.3:5173/src/client/core/request.ts", host: "localhost", referrer: "http://localhost/src/client/services.ts"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/zod.js?v=e3e61dc5 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/zod.js?v=e3e61dc5", host: "localhost", referrer: "http://localhost/src/routes/_layout/items.tsx"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/axios.js?v=1cc9bbb4 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/axios.js?v=1cc9bbb4", host: "localhost", referrer: "http://localhost/src/hooks/useAuth.ts"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/react-icons_fi.js?v=920c7686 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/react-icons_fi.js?v=920c7686", host: "localhost", referrer: "http://localhost/src/components/Common/Sidebar.tsx"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Common/SidebarItems.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Common/SidebarItems.tsx", host: "localhost", referrer: "http://localhost/src/components/Common/Sidebar.tsx"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Admin/AddUser.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Admin/AddUser.tsx", host: "localhost", referrer: "http://localhost/src/components/Common/Navbar.tsx"
2024/07/07 00:11:09 [warn] 185#185: *1 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Items/AddItem.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Items/AddItem.tsx", host: "localhost", referrer: "http://localhost/src/components/Common/Navbar.tsx"
2024/07/07 00:11:09 [warn] 187#187: *10 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Admin/EditUser.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Admin/EditUser.tsx", host: "localhost", referrer: "http://localhost/src/components/Common/ActionsMenu.tsx"
2024/07/07 00:11:09 [warn] 187#187: *12 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Items/EditItem.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Items/EditItem.tsx", host: "localhost", referrer: "http://localhost/src/components/Common/ActionsMenu.tsx"
2024/07/07 00:11:09 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/react-icons_bs.js?v=8edb2a68 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/react-icons_bs.js?v=8edb2a68", host: "localhost", referrer: "http://localhost/src/components/Common/ActionsMenu.tsx"
2024/07/07 00:11:09 [warn] 185#185: *2 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/react-icons_fa.js?v=d24245fa HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/react-icons_fa.js?v=d24245fa", host: "localhost", referrer: "http://localhost/src/components/Common/UserMenu.tsx"
2024/07/07 00:11:09 [warn] 187#187: *11 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/Common/DeleteAlert.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/Common/DeleteAlert.tsx", host: "localhost", referrer: "http://localhost/src/components/Common/ActionsMenu.tsx"
2024/07/07 00:11:09 [warn] 185#185: *1 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /src/components/UserSettings/DeleteConfirmation.tsx HTTP/1.1", upstream: "http://172.25.0.3:5173/src/components/UserSettings/DeleteConfirmation.tsx", host: "localhost", referrer: "http://localhost/src/components/UserSettings/DeleteAccount.tsx"
2024/07/07 00:11:09 [warn] 185#185: *1 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/chunk-I6VZC2OZ.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/chunk-I6VZC2OZ.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/react-icons_fi.js?v=920c7686"
2024/07/07 00:11:10 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/@tanstack_router-devtools.js?v=430bc90e HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/@tanstack_router-devtools.js?v=430bc90e", host: "localhost", referrer: "http://localhost/src/routes/__root.tsx"
2024/07/07 00:11:10 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/@tanstack_react-query-devtools.js?v=06ca7461 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/@tanstack_react-query-devtools.js?v=06ca7461", host: "localhost", referrer: "http://localhost/src/routes/__root.tsx"
2024/07/07 00:11:10 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/chunk-PJWIUSLW.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/chunk-PJWIUSLW.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/@tanstack_react-query-devtools.js?v=06ca7461"
2024/07/07 00:11:10 [warn] 187#187: *7 using uninitialized "server" variable while logging request, client: 172.25.0.1, server: localhost, request: "GET /node_modules/.vite/deps/WIIHGP5G-53S2SJXP.js?v=4366cbf2 HTTP/1.1", upstream: "http://172.25.0.3:5173/node_modules/.vite/deps/WIIHGP5G-53S2SJXP.js?v=4366cbf2", host: "localhost", referrer: "http://localhost/node_modules/.vite/deps/@tanstack_react-query-devtools.js?v=06ca7461"
